0.28	0.0699	8.018e-05	0.001837	-0.724	0	18.2947
-0.984	0.0638	6.494e-05	0.002503	0.2	0	90.6637
-0.126	0.0686	9.122e-05	0.002752	0.242	0	81.7914
-0.622	0.1358	0.00010526	0.003241	-0.496	0	123.259
-0.896	0.0996	0.00010358	0.001696	0.67	0	107.756
-0.67	0.1327	9.338e-05	0.001063	-0.788	0	68.5834
-0.03	0.0966	7.106e-05	0.001258	-0.36	0	67.2095
0.32	0.1257	7.934e-05	0.003097	0.386	0	17.6004
0.832	0.0734	6.92e-05	0.001567	0.964	0	66.2598
0.874	0.0534	7.526e-05	0.001546	0.236	0	58.5092
0.412	0.1284	9.728e-05	0.002287	0.61	0	107.958
0.988	0.1142	5.39e-05	0.003091	0.456	0	117.648
-0.998	0.124	7.964e-05	0.003526	-0.122	0	64.4371
-0.39	0.1207	9.644e-05	0.003931	-0.504	0	103.571
-0.492	0.1037	5.852e-05	0.003025	0.44	0	129.871
0.272	0.0926	0.00010376	0.002272	-0.586	0	192.198
0.34	0.0701	9.17e-05	0.003205	0.796	0	65.1685
-0.056	0.0751	8.09e-05	0.001954	-0.108	0	34.4326
0.716	0.0603	5.084e-05	0.003952	-0.84	0	145.193
-0.816	0.0835	5.912e-05	0.002758	-0.276	0	107.171
0.396	0.1498	8.9e-05	0.003841	0.548	0	43.668
-0.296	0.1297	7.46e-05	0.0022	0.768	0	28.9816
-0.65	0.0857	0.00010472	0.003073	0.35	0	120.388
0.996	0.1385	9.878e-05	0.002092	-0.558	0	96.4814
0.958	0.0813	8.486e-05	0.002452	-0.498	0	68.2094
-0.288	0.0802	6.764e-05	0.001021	0.202	0	74.1628
-0.568	0.1453	6.302e-05	0.002881	-0.294	0	85.3594
-0.424	0.1029	7.754e-05	0.002656	0.144	0	17.0317
0.822	0.107	9.344e-05	0.001228	0.868	0	76.9111
0.94	0.0766	8.666e-05	0.003709	0.5	0	69.205
-0.602	0.0958	8.096e-05	0.003535	0.634	0	24.7924
-0.47	0.0534	5.426e-05	0.002449	0.322	0	166.6
0.17	0.0801	8.942e-05	0.002188	0.706	0	62.2883
